explantion_name,ground_truth,original_prediction_i,img_i,trial_i,0.0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1.0
random,7,7,0,0,0.99991655,0.9999161,0.9971206,0.9976507,0.0003048318,0.00012800939,1.4251741e-05,8.215749e-06,3.2137139e-06,2.7800809e-06,3.3183514e-06,2.3433104e-06,1.7998708e-06,2.0521227e-06,1.9847157e-06,2.1152891e-06,2.833026e-06,2.633098e-06,1.9904267e-06,1.336498e-06,1.6253343e-06
random,7,7,1,0,0.9998448,0.9991398,0.9984351,0.028442232,0.00026789037,0.000532581,0.00025053427,3.0067791e-05,5.9829904e-06,3.6047898e-06,2.6299438e-06,3.764887e-06,2.9232428e-06,5.0281187e-06,4.372946e-06,3.1331324e-06,2.6746693e-06,2.3482066e-06,2.5852705e-06,3.325982e-06,2.5617571e-06
random,7,7,2,0,0.9998871,0.9998702,0.9964864,0.99239093,0.0011188701,3.921857e-05,5.6866543e-06,2.2242068e-06,4.2713273e-06,3.5842243e-06,2.9865505e-06,4.229851e-06,3.3329152e-06,2.419255e-06,2.2591e-06,1.5347857e-06,1.8787885e-06,2.1536569e-06,2.2320457e-06,2.2461015e-06,1.8981025e-06
random,7,7,3,0,0.9998704,0.9991885,0.99080724,0.03592622,6.0540595e-05,5.9426457e-05,5.4116995e-06,3.52088e-06,2.868832e-06,1.8885123e-06,1.8225081e-06,2.175076e-06,2.6452306e-06,3.2878472e-06,2.7090164e-06,2.540477e-06,2.6242933e-06,1.9043025e-06,2.31356e-06,3.1327352e-06,4.4632006e-06
random,7,7,4,0,0.9999051,0.99989116,0.99980885,0.66206485,8.9902045e-05,3.219427e-06,9.233009e-07,6.109326e-07,8.367841e-07,8.736506e-07,1.3223029e-06,1.5224826e-06,1.681911e-06,1.7992094e-06,1.8501871e-06,2.6428731e-06,3.975326e-06,4.7623716e-06,4.747277e-06,3.1078973e-06,3.2453588e-06
random,7,7,5,0,0.9999093,0.9998926,0.9996151,0.8791541,0.00105812,2.8298266e-06,1.1648716e-06,6.799231e-07,9.373873e-07,1.3814192e-06,9.5306063e-07,9.100477e-07,8.627339e-07,1.0382565e-06,1.2992289e-06,1.4223542e-06,1.4964885e-06,1.7160454e-06,1.8639971e-06,2.1815767e-06,2.293051e-06
random,7,7,6,0,0.9998921,0.999863,0.99982315,0.9981243,1.2940189e-05,7.945216e-06,1.0263954e-06,9.026171e-07,1.3144125e-06,9.2388416e-07,1.6876642e-06,1.3642345e-06,1.0848844e-06,1.00819e-06,1.0493459e-06,1.4378135e-06,1.0041564e-06,1.1303222e-06,1.229193e-06,1.5998613e-06,1.60632e-06
random,7,7,7,0,0.9998435,0.999796,0.95695496,0.053642474,0.00055969314,0.000111205,9.621351e-06,7.0929073e-06,2.7186522e-06,3.046502e-06,2.0076786e-06,1.3018166e-06,1.314571e-06,1.0278713e-06,1.2935741e-06,1.5694023e-06,1.3982434e-06,1.7229058e-06,1.425798e-06,1.7377344e-06,1.6479719e-06
random,7,7,8,0,0.9998597,0.99956936,0.8969452,0.9480776,0.8893435,0.03495364,1.6686827e-05,2.35429e-06,1.5628995e-06,1.9911847e-06,3.1376514e-06,2.58903e-06,2.987266e-06,3.4013103e-06,1.7821902e-06,2.2418367e-06,1.6485029e-06,1.8970718e-06,2.160051e-06,1.6827573e-06,2.3252117e-06
random,7,7,9,0,0.9999211,0.9998259,0.997486,0.6401651,0.0014126621,1.1311855e-05,1.4130425e-05,6.746514e-06,4.41131e-06,3.79093e-06,3.2665437e-06,2.8449776e-06,2.5744414e-06,1.3156712e-06,1.5538448e-06,1.6202922e-06,1.6147566e-06,2.1770195e-06,2.0780087e-06,1.6783721e-06,2.6216392e-06
random,7,7,10,0,0.999899,0.9997347,0.997232,0.16323213,9.522727e-05,2.5782958e-05,2.3509288e-06,1.9061862e-06,3.7972266e-06,7.156523e-06,5.476267e-06,3.3889185e-06,3.1621464e-06,2.6456985e-06,2.211146e-06,2.2145991e-06,2.871895e-06,3.7226916e-06,1.9391239e-06,2.2470297e-06,2.1288524e-06
random,7,7,11,0,0.99993956,0.9999026,0.9969957,0.024179462,6.580667e-05,5.82062e-06,1.1656757e-06,8.0128825e-07,9.751842e-07,7.529678e-07,6.6807735e-07,7.1342726e-07,9.616061e-07,9.73115e-07,1.1832707e-06,1.2072142e-06,1.0935472e-06,1.2082448e-06,1.2423458e-06,1.6088588e-06,2.4472395e-06
